,config appearance force_rewrite,config appearance noise_preview,config appearance show_aposteriori_surface,config appearance skip_volume_generation,config appearance surface_3d_preview,config areasampling areasize_mm,config areasampling areasize_px,config areasampling voxelsize_mm,config filepattern,config filepattern_abspath,config filepattern_series_number,config generator_id,config generators Continuous tubes element_number,config generators Continuous tubes radius_distribution_fixed,config generators Continuous tubes radius_distribution_maximum,config generators Continuous tubes radius_distribution_mean,config generators Continuous tubes radius_distribution_minimum,config generators Continuous tubes radius_distribution_normal,config generators Continuous tubes radius_distribution_standard_deviation,config generators Continuous tubes radius_distribution_uniform,config generators Continuous tubes random_generator_seed,config generators Gensei n_objects,config generators Unconnected tubes allow_overlap,config generators Unconnected tubes element_number,config generators Unconnected tubes last_element_can_be_smaller,config generators Unconnected tubes length_distribution_mean,config generators Unconnected tubes length_distribution_standard_deviation,config generators Unconnected tubes maximum_1000_iteration_number,config generators Unconnected tubes orientation_alpha_rad,config generators Unconnected tubes orientation_anisotropic,config generators Unconnected tubes orientation_beta_rad,config generators Unconnected tubes orientation_variance_rad,config generators Unconnected tubes radius_distribution_fixed,config generators Unconnected tubes radius_distribution_maximum,config generators Unconnected tubes radius_distribution_mean,config generators Unconnected tubes radius_distribution_minimum,config generators Unconnected tubes radius_distribution_normal,config generators Unconnected tubes radius_distribution_standard_deviation,config generators Unconnected tubes radius_distribution_uniform,config generators Unconnected tubes random_generator_seed,config generators Unconnected tubes tube_shape,config generators Unconnected tubes volume_fraction,config generators Voronoi tubes element_number,config generators Voronoi tubes radius_distribution_fixed,config generators Voronoi tubes radius_distribution_maximum,config generators Voronoi tubes radius_distribution_mean,config generators Voronoi tubes radius_distribution_minimum,config generators Voronoi tubes radius_distribution_normal,config generators Voronoi tubes radius_distribution_standard_deviation,config generators Voronoi tubes radius_distribution_uniform,config generators Voronoi tubes random_generator_seed,config measurement polygon_radius_selection_method,config measurement tube_shape,config output aposteriori_measurement,config output aposteriori_measurement_multiplier,config output note,config output one_row_filename,config output run_label,config postprocessing add_noise,config postprocessing background_intensity,config postprocessing gaussian_blur,config postprocessing gaussian_filter_sigma_mm,config postprocessing intensity_profile_intensity,config postprocessing intensity_profile_radius,config postprocessing limit_negative_intensities,config postprocessing measurement_resolution,config postprocessing negative,config postprocessing noise_exponent,config postprocessing noise_lambda0,config postprocessing noise_lambda1,config postprocessing noise_mean,config postprocessing noise_rng_seed,config postprocessing noise_std,config postprocessing output_dtype,config required_teigen_version,measurement area volume [mm^3],measurement count [],measurement length [mm],measurement length d. [mm^-2],measurement mean radius [mm],measurement negative numeric volume [mm^3],measurement negative numeric volume fraction [],measurement numeric surface [mm^2],measurement numeric volume [mm^3],measurement numeric volume fraction [],measurement surface [mm^2],measurement surface d. [mm^-1],measurement volume [mm^3],measurement volume d. [],processing_info datetime,processing_info step1_finished,processing_info step1_generate_time_s,processing_info step1_generate_vtk_time_s,processing_info step1_init_datetime,processing_info step1_total_time_s,processing_info step2_finish_datetime,processing_info step2_finished,processing_info step2_generate_volume_time_s,processing_info step2_init_datetime,processing_info step2_numeric_measurement_time_s,processing_info step2_save_volume_time_s,processing_info step2_total_time_s,volume [mm^3],numeric volume [mm^3],surface [mm^2],numeric surface [mm^2],surface difference [mm^2],surface difference [-],surface difference [%],volume difference [mm^3],volume difference [-],volume difference [%],surface error [mm^2],surface error [-],surface error [%],volume error [mm^3],volume error [-],volume error [%],measurement_resolution,length_distribution_mean,radius_distribution_mean,element_number,element number,measurement resolution,step 1 time [s],step 2 time [s],total time [s],radius method
1427,False,False,True,True,False,"[200.0, 200.0, 200.0]","[200.0, 200.0, 200.0]","[0.2, 0.2, 0.2]",~/teigen_data/{seriesn:03d}/data{:06d}.jpg,~/teigen_data/005/data{:06d}.jpg,5.0,3,30,False,10.0,5.0,2.0,False,5.0,True,0.0,10,False,35.0,False,10.0,1.0,10.0,0.0,False,0.0,0.1,False,30.0,5.0,3.0,True,0.1,True,110,True,0.5,30,False,10.0,5.0,2.0,False,5.0,True,0,cylinder volume + sphere error,True,False,1.0,element number cylinder volume + sphere error,~/teigen_data/output_rows.csv,element number,True,20.0,True,1.0,"[195, 190, 200, 30]","[0.4, 0.7, 1.0, 1.3]",True,10,False,0.0,0.02,1.0,30.0,0.0,40.0,uint8,,64000.0,15.0,72.6791917687,0.00113561237139,,50072.9571863,0.782389956036,7248.53608884,13927.0428137,0.217610043964,7110.02570405,0.111094151626,13879.3220612,0.216864407206,2017-10-05 20:23:04.955746,True,25.082512,2.491232,2017-10-05 20:46:57.434871,27.573744,2017-10-05 20:46:57.174401,False,0.0,2017-10-05 20:46:57.119445,0.026862,0.028094,0.054956,13879.3220612,13927.0428137,7110.02570405,7248.53608884,138.51038479,0.0194809963501,1.94809963501,47.7207525,0.00343826249507,0.343826249507,138.51038479,0.0194809963501,1.94809963501,47.7207525,0.00343826249507,0.343826249507,10,10.0,5.0,35.0,35.0,10,27.573744,0.054956,27.6287,cylinder volume + sphere error
1429,False,False,True,True,False,"[200.0, 200.0, 200.0]","[200.0, 200.0, 200.0]","[0.2, 0.2, 0.2]",~/teigen_data/{seriesn:03d}/data{:06d}.jpg,~/teigen_data/005/data{:06d}.jpg,5.0,3,30,False,10.0,5.0,2.0,False,5.0,True,0.0,10,False,35.0,False,10.0,1.0,10.0,0.0,False,0.0,0.1,False,30.0,5.0,3.0,True,0.1,True,110,True,0.5,30,False,10.0,5.0,2.0,False,5.0,True,0,inscribed,True,False,1.0,element number inscribed,~/teigen_data/output_rows.csv,element number,True,20.0,True,1.0,"[195, 190, 200, 30]","[0.4, 0.7, 1.0, 1.3]",True,20,False,0.0,0.02,1.0,30.0,0.0,40.0,uint8,,64000.0,15.0,72.6791917687,0.00113561237139,,50397.0630765,0.78745411057,7046.40681798,13602.9369235,0.21254588943,7110.02570405,0.111094151626,13879.3220612,0.216864407206,2017-10-05 20:23:04.955746,True,25.808606,8.355861,2017-10-05 20:47:25.478387,34.164467,2017-10-05 20:47:25.230933,False,0.0,2017-10-05 20:47:25.174199,0.024493,0.032241,0.056734,13879.3220612,13602.9369235,7110.02570405,7046.40681798,-63.61888607,-0.0089477716,-0.89477716,-276.3851377,-0.0199134465272,-1.99134465272,63.61888607,0.0089477716,0.89477716,276.3851377,0.0199134465272,1.99134465272,20,10.0,5.0,35.0,35.0,20,34.164467,0.056734,34.221201,inscribed
1431,False,False,True,True,False,"[200.0, 200.0, 200.0]","[200.0, 200.0, 200.0]","[0.2, 0.2, 0.2]",~/teigen_data/{seriesn:03d}/data{:06d}.jpg,~/teigen_data/005/data{:06d}.jpg,5.0,3,30,False,10.0,5.0,2.0,False,5.0,True,0.0,10,False,35.0,False,10.0,1.0,10.0,0.0,False,0.0,0.1,False,30.0,5.0,3.0,True,0.1,True,110,True,0.5,30,False,10.0,5.0,2.0,False,5.0,True,0,cylinder volume + sphere error,True,False,1.0,element number cylinder volume + sphere error,~/teigen_data/output_rows.csv,element number,True,20.0,True,1.0,"[195, 190, 200, 30]","[0.4, 0.7, 1.0, 1.3]",True,20,False,0.0,0.02,1.0,30.0,0.0,40.0,uint8,,64000.0,15.0,72.6791917687,0.00113561237139,,50115.0311364,0.783047361506,7142.40539609,13884.9688636,0.216952638494,7110.02570405,0.111094151626,13879.3220612,0.216864407206,2017-10-05 20:23:04.955746,True,26.517887,8.951471,2017-10-05 20:48:00.259410,35.469358,2017-10-05 20:47:59.926461,False,0.0,2017-10-05 20:47:59.844620,0.027496,0.054345,0.081841,13879.3220612,13884.9688636,7110.02570405,7142.40539609,32.37969204,0.00455408930822,0.455408930822,5.6468024,0.000406850015808,0.0406850015808,32.37969204,0.00455408930822,0.455408930822,5.6468024,0.000406850015808,0.0406850015808,20,10.0,5.0,35.0,35.0,20,35.469358,0.081841,35.551199,cylinder volume + sphere error
1433,False,False,True,True,False,"[200.0, 200.0, 200.0]","[200.0, 200.0, 200.0]","[0.2, 0.2, 0.2]",~/teigen_data/{seriesn:03d}/data{:06d}.jpg,~/teigen_data/005/data{:06d}.jpg,5.0,3,30,False,10.0,5.0,2.0,False,5.0,True,0.0,10,False,35.0,False,10.0,1.0,10.0,0.0,False,0.0,0.1,False,30.0,5.0,3.0,True,0.1,True,110,True,0.5,30,False,10.0,5.0,2.0,False,5.0,True,0,inscribed,True,False,1.0,element number inscribed,~/teigen_data/output_rows.csv,element number,True,20.0,True,1.0,"[195, 190, 200, 30]","[0.4, 0.7, 1.0, 1.3]",True,30,False,0.0,0.02,1.0,30.0,0.0,40.0,uint8,,64000.0,15.0,72.6791917687,0.00113561237139,,50244.0199321,0.78506281144,7081.6778563,13755.9800679,0.21493718856,7110.02570405,0.111094151626,13879.3220612,0.216864407206,2017-10-05 20:23:04.955746,True,24.201479,14.610222,2017-10-05 20:48:36.248008,38.811701,2017-10-05 20:48:35.990369,False,0.0,2017-10-05 20:48:35.897976,0.024948,0.067445,0.092393,13879.3220612,13755.9800679,7110.02570405,7081.6778563,-28.34784775,-0.00398702465082,-0.398702465082,-123.3419933,-0.00888674481046,-0.888674481046,28.34784775,0.00398702465082,0.398702465082,123.3419933,0.00888674481046,0.888674481046,30,10.0,5.0,35.0,35.0,30,38.811701,0.092393,38.904094,inscribed
1435,False,False,True,True,False,"[200.0, 200.0, 200.0]","[200.0, 200.0, 200.0]","[0.2, 0.2, 0.2]",~/teigen_data/{seriesn:03d}/data{:06d}.jpg,~/teigen_data/005/data{:06d}.jpg,5.0,3,30,False,10.0,5.0,2.0,False,5.0,True,0.0,10,False,35.0,False,10.0,1.0,10.0,0.0,False,0.0,0.1,False,30.0,5.0,3.0,True,0.1,True,110,True,0.5,30,False,10.0,5.0,2.0,False,5.0,True,0,cylinder volume + sphere error,True,False,1.0,element number cylinder volume + sphere error,~/teigen_data/output_rows.csv,element number,True,20.0,True,1.0,"[195, 190, 200, 30]","[0.4, 0.7, 1.0, 1.3]",True,30,False,0.0,0.02,1.0,30.0,0.0,40.0,uint8,,64000.0,15.0,72.6791917687,0.00113561237139,,50118.8579768,0.783107155887,7124.24087942,13881.1420232,0.216892844113,7110.02570405,0.111094151626,13879.3220612,0.216864407206,2017-10-05 20:23:04.955746,True,23.41898,18.153335,2017-10-05 20:49:15.590175,41.572315,2017-10-05 20:49:15.338926,False,0.0,2017-10-05 20:49:15.227117,0.023505,0.088304,0.111809,13879.3220612,13881.1420232,7110.02570405,7124.24087942,14.21517537,0.00199931420247,0.199931420247,1.819962,0.000131127586201,0.0131127586201,14.21517537,0.00199931420247,0.199931420247,1.819962,0.000131127586201,0.0131127586201,30,10.0,5.0,35.0,35.0,30,41.572315,0.111809,41.684124,cylinder volume + sphere error
1437,False,False,True,True,False,"[200.0, 200.0, 200.0]","[200.0, 200.0, 200.0]","[0.2, 0.2, 0.2]",~/teigen_data/{seriesn:03d}/data{:06d}.jpg,~/teigen_data/005/data{:06d}.jpg,5.0,3,30,False,10.0,5.0,2.0,False,5.0,True,0.0,10,False,35.0,False,10.0,1.0,10.0,0.0,False,0.0,0.1,False,30.0,5.0,3.0,True,0.1,True,110,True,0.5,30,False,10.0,5.0,2.0,False,5.0,True,0,inscribed,True,False,1.0,element number inscribed,~/teigen_data/output_rows.csv,element number,True,20.0,True,1.0,"[195, 190, 200, 30]","[0.4, 0.7, 1.0, 1.3]",True,40,False,0.0,0.02,1.0,30.0,0.0,40.0,uint8,,64000.0,15.0,72.6791917687,0.00113561237139,,50190.1575394,0.784221211554,7094.06564361,13809.8424606,0.215778788446,7110.02570405,0.111094151626,13879.3220612,0.216864407206,2017-10-05 20:23:04.955746,True,23.569564,26.714603,2017-10-05 20:49:57.739432,50.284167,2017-10-05 20:49:57.483444,False,0.0,2017-10-05 20:49:57.344754,0.026844,0.111846,0.13869,13879.3220612,13809.8424606,7110.02570405,7094.06564361,-15.96006044,-0.00224472612397,-0.224472612397,-69.4796006,-0.00500597941986,-0.500597941986,15.96006044,0.00224472612397,0.224472612397,69.4796006,0.00500597941986,0.500597941986,40,10.0,5.0,35.0,35.0,40,50.284167,0.13869,50.422857,inscribed
1439,False,False,True,True,False,"[200.0, 200.0, 200.0]","[200.0, 200.0, 200.0]","[0.2, 0.2, 0.2]",~/teigen_data/{seriesn:03d}/data{:06d}.jpg,~/teigen_data/005/data{:06d}.jpg,5.0,3,30,False,10.0,5.0,2.0,False,5.0,True,0.0,10,False,35.0,False,10.0,1.0,10.0,0.0,False,0.0,0.1,False,30.0,5.0,3.0,True,0.1,True,110,True,0.5,30,False,10.0,5.0,2.0,False,5.0,True,0,cylinder volume + sphere error,True,False,1.0,element number cylinder volume + sphere error,~/teigen_data/output_rows.csv,element number,True,20.0,True,1.0,"[195, 190, 200, 30]","[0.4, 0.7, 1.0, 1.3]",True,40,False,0.0,0.02,1.0,30.0,0.0,40.0,uint8,,64000.0,15.0,72.6791917687,0.00113561237139,,50120.4343853,0.78313178727,7117.90285759,13879.5656147,0.21686821273,7110.02570405,0.111094151626,13879.3220612,0.216864407206,2017-10-05 20:23:04.955746,True,23.144806,33.464186,2017-10-05 20:50:48.644402,56.608992,2017-10-05 20:50:48.362238,False,0.0,2017-10-05 20:50:48.201667,0.023144,0.137427,0.160571,13879.3220612,13879.5656147,7110.02570405,7117.90285759,7.87715354,0.00110789382034,0.110789382034,0.243553499999,1.75479392239e-05,0.00175479392239,7.87715354,0.00110789382034,0.110789382034,0.243553499999,1.75479392239e-05,0.00175479392239,40,10.0,5.0,35.0,35.0,40,56.608992,0.160571,56.769563,cylinder volume + sphere error
1441,False,False,True,True,False,"[200.0, 200.0, 200.0]","[200.0, 200.0, 200.0]","[0.2, 0.2, 0.2]",~/teigen_data/{seriesn:03d}/data{:06d}.jpg,~/teigen_data/005/data{:06d}.jpg,5.0,3,30,False,10.0,5.0,2.0,False,5.0,True,0.0,10,False,35.0,False,10.0,1.0,10.0,0.0,False,0.0,0.1,False,30.0,5.0,3.0,True,0.1,True,110,True,0.5,30,False,10.0,5.0,2.0,False,5.0,True,0,inscribed,True,False,1.0,element number inscribed,~/teigen_data/output_rows.csv,element number,True,20.0,True,1.0,"[195, 190, 200, 30]","[0.4, 0.7, 1.0, 1.3]",True,50,False,0.0,0.02,1.0,30.0,0.0,40.0,uint8,,64000.0,15.0,72.6791917687,0.00113561237139,,50165.1742893,0.783830848271,7099.80703051,13834.8257107,0.216169151729,7110.02570405,0.111094151626,13879.3220612,0.216864407206,2017-10-05 20:23:04.955746,True,23.173758,45.083182,2017-10-05 20:51:45.956826,68.25694,2017-10-05 20:51:45.671425,False,0.0,2017-10-05 20:51:45.475465,0.024698,0.171262,0.19596,13879.3220612,13834.8257107,7110.02570405,7099.80703051,-10.21867354,-0.00143722033722,-0.143722033722,-44.4963505,-0.00320594552845,-0.320594552845,10.21867354,0.00143722033722,0.143722033722,44.4963505,0.00320594552845,0.320594552845,50,10.0,5.0,35.0,35.0,50,68.25694,0.19596,68.4529,inscribed
1443,False,False,True,True,False,"[200.0, 200.0, 200.0]","[200.0, 200.0, 200.0]","[0.2, 0.2, 0.2]",~/teigen_data/{seriesn:03d}/data{:06d}.jpg,~/teigen_data/005/data{:06d}.jpg,5.0,3,30,False,10.0,5.0,2.0,False,5.0,True,0.0,10,False,35.0,False,10.0,1.0,10.0,0.0,False,0.0,0.1,False,30.0,5.0,3.0,True,0.1,True,110,True,0.5,30,False,10.0,5.0,2.0,False,5.0,True,0,cylinder volume + sphere error,True,False,1.0,element number cylinder volume + sphere error,~/teigen_data/output_rows.csv,element number,True,20.0,True,1.0,"[195, 190, 200, 30]","[0.4, 0.7, 1.0, 1.3]",True,50,False,0.0,0.02,1.0,30.0,0.0,40.0,uint8,,64000.0,15.0,72.6791917687,0.00113561237139,,50120.1887421,0.783127949095,7115.14740109,13879.8112579,0.216872050905,7110.02570405,0.111094151626,13879.3220612,0.216864407206,2017-10-05 20:23:04.955746,True,22.904383,79.029039,2017-10-05 20:52:54.888571,101.933422,2017-10-05 20:52:54.623521,False,0.0,2017-10-05 20:52:54.397223,0.024451,0.201847,0.226298,13879.3220612,13879.8112579,7110.02570405,7115.14740109,5.12169704,0.000720348596923,0.0720348596923,0.489196699997,3.52464405566e-05,0.00352464405566,5.12169704,0.000720348596923,0.0720348596923,0.489196699997,3.52464405566e-05,0.00352464405566,50,10.0,5.0,35.0,35.0,50,101.933422,0.226298,102.15972,cylinder volume + sphere error
1445,False,False,True,True,False,"[200.0, 200.0, 200.0]","[200.0, 200.0, 200.0]","[0.2, 0.2, 0.2]",~/teigen_data/{seriesn:03d}/data{:06d}.jpg,~/teigen_data/005/data{:06d}.jpg,5.0,3,30,False,10.0,5.0,2.0,False,5.0,True,0.0,10,False,35.0,False,10.0,1.0,10.0,0.0,False,0.0,0.1,False,30.0,5.0,3.0,True,0.1,True,110,True,0.5,30,False,10.0,5.0,2.0,False,5.0,True,0,inscribed,True,False,1.0,element number inscribed,~/teigen_data/output_rows.csv,element number,True,20.0,True,1.0,"[195, 190, 200, 30]","[0.4, 0.7, 1.0, 1.3]",True,60,False,0.0,0.02,1.0,30.0,0.0,40.0,uint8,,64000.0,15.0,72.6791917687,0.00113561237139,,50151.5893776,0.783618584025,7102.92778615,13848.4106224,0.216381415975,7110.02570405,0.111094151626,13879.3220612,0.216864407206,2017-10-05 20:23:04.955746,True,22.827487,99.985913,2017-10-05 20:54:37.560022,122.8134,2017-10-05 20:54:37.276912,False,0.0,2017-10-05 20:54:37.011588,0.023679,0.241645,0.265324,13879.3220612,13848.4106224,7110.02570405,7102.92778615,-7.0979179,-0.00099829708013,-0.099829708013,-30.9114388,-0.00222715768563,-0.222715768563,7.0979179,0.00099829708013,0.099829708013,30.9114388,0.00222715768563,0.222715768563,60,10.0,5.0,35.0,35.0,60,122.8134,0.265324,123.078724,inscribed
1447,False,False,True,True,False,"[200.0, 200.0, 200.0]","[200.0, 200.0, 200.0]","[0.2, 0.2, 0.2]",~/teigen_data/{seriesn:03d}/data{:06d}.jpg,~/teigen_data/005/data{:06d}.jpg,5.0,3,30,False,10.0,5.0,2.0,False,5.0,True,0.0,10,False,35.0,False,10.0,1.0,10.0,0.0,False,0.0,0.1,False,30.0,5.0,3.0,True,0.1,True,110,True,0.5,30,False,10.0,5.0,2.0,False,5.0,True,0,cylinder volume + sphere error,True,False,1.0,element number cylinder volume + sphere error,~/teigen_data/output_rows.csv,element number,True,20.0,True,1.0,"[195, 190, 200, 30]","[0.4, 0.7, 1.0, 1.3]",True,60,False,0.0,0.02,1.0,30.0,0.0,40.0,uint8,,64000.0,15.0,72.6791917687,0.00113561237139,,50120.6453542,0.78313508366,7113.56311565,13879.3546458,0.21686491634,7110.02570405,0.111094151626,13879.3220612,0.216864407206,2017-10-05 20:23:04.955746,True,23.467808,116.587196,2017-10-05 20:56:41.158172,140.055004,2017-10-05 20:56:40.877719,False,0.0,2017-10-05 20:56:40.566202,0.026045,0.285472,0.311517,13879.3220612,13879.3546458,7110.02570405,7113.56311565,3.5374116,0.000497524446077,0.0497524446077,0.0325845999978,2.34770832856e-06,0.000234770832856,3.5374116,0.000497524446077,0.0497524446077,0.0325845999978,2.34770832856e-06,0.000234770832856,60,10.0,5.0,35.0,35.0,60,140.055004,0.311517,140.366521,cylinder volume + sphere error
1449,False,False,True,True,False,"[200.0, 200.0, 200.0]","[200.0, 200.0, 200.0]","[0.2, 0.2, 0.2]",~/teigen_data/{seriesn:03d}/data{:06d}.jpg,~/teigen_data/005/data{:06d}.jpg,5.0,3,30,False,10.0,5.0,2.0,False,5.0,True,0.0,10,False,45.0,False,10.0,1.0,10.0,0.0,False,0.0,0.1,False,30.0,5.0,3.0,True,0.1,True,110,True,0.5,30,False,10.0,5.0,2.0,False,5.0,True,0,inscribed,True,False,1.0,element number inscribed,~/teigen_data/output_rows.csv,element number,True,20.0,True,1.0,"[195, 190, 200, 30]","[0.4, 0.7, 1.0, 1.3]",True,10,False,0.0,0.02,1.0,30.0,0.0,40.0,uint8,,64000.0,15.0,72.6791917687,0.00113561237139,,51202.0717919,0.800032371748,6859.04245232,12797.9282081,0.199967628252,7110.02570405,0.111094151626,13879.3220612,0.216864407206,2017-10-05 20:23:04.955746,True,22.908727,1.804481,2017-10-05 20:59:02.138826,24.713208,2017-10-05 20:59:01.824297,False,0.0,2017-10-05 20:59:01.469116,0.023305,0.331876,0.355181,13879.3220612,12797.9282081,7110.02570405,6859.04245232,-250.98325173,-0.0352999077889,-3.52999077889,-1081.3938531,-0.0779140255073,-7.79140255073,250.98325173,0.0352999077889,3.52999077889,1081.3938531,0.0779140255073,7.79140255073,10,10.0,5.0,45.0,45.0,10,24.713208,0.355181,25.068389,inscribed
1451,False,False,True,True,False,"[200.0, 200.0, 200.0]","[200.0, 200.0, 200.0]","[0.2, 0.2, 0.2]",~/teigen_data/{seriesn:03d}/data{:06d}.jpg,~/teigen_data/005/data{:06d}.jpg,5.0,3,30,False,10.0,5.0,2.0,False,5.0,True,0.0,10,False,45.0,False,10.0,1.0,10.0,0.0,False,0.0,0.1,False,30.0,5.0,3.0,True,0.1,True,110,True,0.5,30,False,10.0,5.0,2.0,False,5.0,True,0,cylinder volume + sphere error,True,False,1.0,element number cylinder volume + sphere error,~/teigen_data/output_rows.csv,element number,True,20.0,True,1.0,"[195, 190, 200, 30]","[0.4, 0.7, 1.0, 1.3]",True,10,False,0.0,0.02,1.0,30.0,0.0,40.0,uint8,,64000.0,15.0,72.6791917687,0.00113561237139,,50072.9571863,0.782389956036,7248.53608884,13927.0428137,0.217610043964,7110.02570405,0.111094151626,13879.3220612,0.216864407206,2017-10-05 20:23:04.955746,True,22.843542,2.275034,2017-10-05 20:59:27.299545,25.118576,2017-10-05 20:59:27.060219,False,0.0,2017-10-05 20:59:27.012434,0.02344,0.024345,0.047785,13879.3220612,13927.0428137,7110.02570405,7248.53608884,138.51038479,0.0194809963501,1.94809963501,47.7207525,0.00343826249507,0.343826249507,138.51038479,0.0194809963501,1.94809963501,47.7207525,0.00343826249507,0.343826249507,10,10.0,5.0,45.0,45.0,10,25.118576,0.047785,25.166361,cylinder volume + sphere error
1453,False,False,True,True,False,"[200.0, 200.0, 200.0]","[200.0, 200.0, 200.0]","[0.2, 0.2, 0.2]",~/teigen_data/{seriesn:03d}/data{:06d}.jpg,~/teigen_data/005/data{:06d}.jpg,5.0,3,30,False,10.0,5.0,2.0,False,5.0,True,0.0,10,False,45.0,False,10.0,1.0,10.0,0.0,False,0.0,0.1,False,30.0,5.0,3.0,True,0.1,True,110,True,0.5,30,False,10.0,5.0,2.0,False,5.0,True,0,inscribed,True,False,1.0,element number inscribed,~/teigen_data/output_rows.csv,element number,True,20.0,True,1.0,"[195, 190, 200, 30]","[0.4, 0.7, 1.0, 1.3]",True,20,False,0.0,0.02,1.0,30.0,0.0,40.0,uint8,,64000.0,15.0,72.6791917687,0.00113561237139,,50397.0630765,0.78745411057,7046.40681798,13602.9369235,0.21254588943,7110.02570405,0.111094151626,13879.3220612,0.216864407206,2017-10-05 20:23:04.955746,True,22.742125,6.390583,2017-10-05 20:59:52.873916,29.132708,2017-10-05 20:59:52.633721,False,0.0,2017-10-05 20:59:52.580888,0.022867,0.029966,0.052833,13879.3220612,13602.9369235,7110.02570405,7046.40681798,-63.61888607,-0.0089477716,-0.89477716,-276.3851377,-0.0199134465272,-1.99134465272,63.61888607,0.0089477716,0.89477716,276.3851377,0.0199134465272,1.99134465272,20,10.0,5.0,45.0,45.0,20,29.132708,0.052833,29.185541,inscribed
1455,False,False,True,True,False,"[200.0, 200.0, 200.0]","[200.0, 200.0, 200.0]","[0.2, 0.2, 0.2]",~/teigen_data/{seriesn:03d}/data{:06d}.jpg,~/teigen_data/005/data{:06d}.jpg,5.0,3,30,False,10.0,5.0,2.0,False,5.0,True,0.0,10,False,45.0,False,10.0,1.0,10.0,0.0,False,0.0,0.1,False,30.0,5.0,3.0,True,0.1,True,110,True,0.5,30,False,10.0,5.0,2.0,False,5.0,True,0,cylinder volume + sphere error,True,False,1.0,element number cylinder volume + sphere error,~/teigen_data/output_rows.csv,element number,True,20.0,True,1.0,"[195, 190, 200, 30]","[0.4, 0.7, 1.0, 1.3]",True,20,False,0.0,0.02,1.0,30.0,0.0,40.0,uint8,,64000.0,15.0,72.6791917687,0.00113561237139,,50115.0311364,0.783047361506,7142.40539609,13884.9688636,0.216952638494,7110.02570405,0.111094151626,13879.3220612,0.216864407206,2017-10-05 20:23:04.955746,True,22.863341,8.470121,2017-10-05 21:00:22.505010,31.333462,2017-10-05 21:00:22.242873,False,0.0,2017-10-05 21:00:22.173324,0.023694,0.045855,0.069549,13879.3220612,13884.9688636,7110.02570405,7142.40539609,32.37969204,0.00455408930822,0.455408930822,5.6468024,0.000406850015808,0.0406850015808,32.37969204,0.00455408930822,0.455408930822,5.6468024,0.000406850015808,0.0406850015808,20,10.0,5.0,45.0,45.0,20,31.333462,0.069549,31.403011,cylinder volume + sphere error
1457,False,False,True,True,False,"[200.0, 200.0, 200.0]","[200.0, 200.0, 200.0]","[0.2, 0.2, 0.2]",~/teigen_data/{seriesn:03d}/data{:06d}.jpg,~/teigen_data/005/data{:06d}.jpg,5.0,3,30,False,10.0,5.0,2.0,False,5.0,True,0.0,10,False,45.0,False,10.0,1.0,10.0,0.0,False,0.0,0.1,False,30.0,5.0,3.0,True,0.1,True,110,True,0.5,30,False,10.0,5.0,2.0,False,5.0,True,0,inscribed,True,False,1.0,element number inscribed,~/teigen_data/output_rows.csv,element number,True,20.0,True,1.0,"[195, 190, 200, 30]","[0.4, 0.7, 1.0, 1.3]",True,30,False,0.0,0.02,1.0,30.0,0.0,40.0,uint8,,64000.0,15.0,72.6791917687,0.00113561237139,,50244.0199321,0.78506281144,7081.6778563,13755.9800679,0.21493718856,7110.02570405,0.111094151626,13879.3220612,0.216864407206,2017-10-05 20:23:04.955746,True,23.038097,14.405465,2017-10-05 21:00:54.337347,37.443562,2017-10-05 21:00:54.093909,False,0.0,2017-10-05 21:00:54.005321,0.023038,0.06555,0.088588,13879.3220612,13755.9800679,7110.02570405,7081.6778563,-28.34784775,-0.00398702465082,-0.398702465082,-123.3419933,-0.00888674481046,-0.888674481046,28.34784775,0.00398702465082,0.398702465082,123.3419933,0.00888674481046,0.888674481046,30,10.0,5.0,45.0,45.0,30,37.443562,0.088588,37.53215,inscribed
1459,False,False,True,True,False,"[200.0, 200.0, 200.0]","[200.0, 200.0, 200.0]","[0.2, 0.2, 0.2]",~/teigen_data/{seriesn:03d}/data{:06d}.jpg,~/teigen_data/005/data{:06d}.jpg,5.0,3,30,False,10.0,5.0,2.0,False,5.0,True,0.0,10,False,45.0,False,10.0,1.0,10.0,0.0,False,0.0,0.1,False,30.0,5.0,3.0,True,0.1,True,110,True,0.5,30,False,10.0,5.0,2.0,False,5.0,True,0,cylinder volume + sphere error,True,False,1.0,element number cylinder volume + sphere error,~/teigen_data/output_rows.csv,element number,True,20.0,True,1.0,"[195, 190, 200, 30]","[0.4, 0.7, 1.0, 1.3]",True,30,False,0.0,0.02,1.0,30.0,0.0,40.0,uint8,,64000.0,15.0,72.6791917687,0.00113561237139,,50118.8579768,0.783107155887,7124.24087942,13881.1420232,0.216892844113,7110.02570405,0.111094151626,13879.3220612,0.216864407206,2017-10-05 20:23:04.955746,True,23.353825,18.057257,2017-10-05 21:01:32.421753,41.411082,2017-10-05 21:01:32.061835,False,0.0,2017-10-05 21:01:31.952861,0.023299,0.085675,0.108974,13879.3220612,13881.1420232,7110.02570405,7124.24087942,14.21517537,0.00199931420247,0.199931420247,1.819962,0.000131127586201,0.0131127586201,14.21517537,0.00199931420247,0.199931420247,1.819962,0.000131127586201,0.0131127586201,30,10.0,5.0,45.0,45.0,30,41.411082,0.108974,41.520056,cylinder volume + sphere error
